finger_velocity_x,finger_velocity_y,finger_velocity_z,finger_acceleration_x,finger_acceleration_y,finger_acceleration_z,finger_position_x,finger_position_y,finger_position_z,depth_feature,posture_feature,euclidean_distance,distance_from_wrist,fingertip_to_palm_center_distance,wrist_velocity_x,wrist_velocity_y,wrist_velocity_z,relative_velocity_x,relative_velocity_y,relative_velocity_z,avg_velocity_x,avg_velocity_y,avg_velocity_z,avg_acceleration_x,avg_acceleration_y,avg_acceleration_z,finger_speed,velocity_z_lag_2,velocity_z_lag_4,velocity_z_lag_6,acceleration_z_lag_2,acceleration_z_lag_4,rolling_variance_velocity_z,rolling_variance_acceleration_z,ground_truth_label,frame_index,subject,sequence,sequence_id
-1063.089832285989,-33.34224522010107,-0.9696000000000005,6413.8057788606475,180.596884019576,7.964999999999995,76.51913257405815,-4.555309186054906,-0.5027428571428569,-0.5027428571428569,315.33876023307255,315.33876023307255,76.65625376997791,50.560249880022205,49.60474165063701,0.14473760089106946,-0.4126285714285749,-1112.6945739366258,-33.48698282099214,-0.5569714285714256,-1063.089832285989,-33.34224522010107,-0.9696000000000005,6413.8057788606475,180.596884019576,7.964999999999995,1063.6130108974453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,annotation,sample,BV1Jf421Z732
1823.9760790296882,-20418.562135307016,-0.8210571428571435,-4650.133846517042,71973.3946219457,-0.18642857142854186,-178.7868719864483,1343.2428864296137,-0.38331714285714275,-0.38331714285714275,1537.1152120217714,1537.1152120217714,1355.08905407375,1364.2210030963809,49.60474165063701,0.14473760089106946,-0.4126285714285749,1774.3713373790513,-20418.706872907907,-0.4084285714285686,1823.9760790296882,-20418.562135307016,-0.8210571428571435,-4650.133846517042,71973.3946219457,-0.18642857142854186,20499.867538215967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,annotation,sample,BV1Jf421Z732
-6839.273003377606,-429.89439258530246,-0.40388571428571474,69230.73421420566,3583.365680408573,4.422857142857156,356.48304264476315,66.48102866836561,-0.43643428571428555,-0.43643428571428555,408.46449217995513,408.46449217995513,362.6293939285091,338.2674503921712,49.60474165063701,0.14473760089106946,-0.4126285714285749,-6888.877745028243,-430.0391301861935,0.008742857142860161,-6839.273003377606,-429.89439258530246,-0.40388571428571474,69230.73421420566,3583.365680408573,4.422857142857156,6852.770575951722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,annotation,sample,BV1Jf421Z732
78.2605042656746,103.89471080494467,0.5217428571428601,-1155.0093529955045,-514.5200765943792,-1.1764285714286178,-67.8249020935557,46.90039722703324,-0.6051571428571427,-0.6051571428571427,382.7669908760823,382.7669908760823,82.46351204758062,107.45027737051969,49.60474165063701,0.14473760089106946,-0.4126285714285749,28.655762615037588,103.74997320405359,0.934371428571435,78.2605042656746,103.89471080494467,0.5217428571428601,-1155.0093529955045,-514.5200765943792,-1.1764285714286178,130.07340111171746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,annotation,sample,BV1Jf421Z732
-1.6653345369377348e-15,-1.6653345369377348e-15,0.0,2.4980018054066022e-14,2.4980018054066022e-14,0.0,-47.392786044910615,21.563039697388064,-0.412182857142857,-0.412182857142857,498.21368209449304,498.21368209449304,52.069287922896834,78.20253340618537,49.60474165063701,0.14473760089106946,-0.4126285714285749,-49.60474165063701,-0.14473760089107113,0.4126285714285749,-1.6653345369377348e-15,-1.6653345369377348e-15,0.0,2.4980018054066022e-14,2.4980018054066022e-14,0.0,2.3551386880256627e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,annotation,sample,BV1Jf421Z732
-849.2963063239673,-27.322349086115203,-0.7041000000000006,10692.913256429763,227.44772527620754,13.05321428571429,39.42931344283729,-5.671541946754644,-0.5213085714285711,-0.5213085714285711,263.4160695335151,263.4160695335151,39.83853548078734,32.88831324656689,37.03275983115269,4.427497741059874,-0.3084857142857153,-886.32906615512,-31.749846827175077,-0.3956142857142853,-956.193069304978,-30.332297153108136,-0.8368500000000005,8553.359517645205,204.02230464789176,10.509107142857143,849.7359722007346,0.0,0.0,0.0,0.0,0.0,0.01762256249999998,6.472481154336757,0.0,1,annotation,sample,BV1Jf421Z732
1668.9716174791201,-18019.44898124216,-0.8272714285714282,4062.102926925188,24786.769137276588,-1.070357142857122,-119.6411607404799,662.61932399935,-0.3969314285714284,-0.3969314285714284,761.8494729691113,761.8494729691113,673.3338944648813,666.7300105193178,37.03275983115269,4.427497741059874,-0.3084857142857153,1631.9388576479676,-18023.87647898322,-0.5187857142857129,1746.4738482544042,-19219.005558274588,-0.8241642857142859,-294.015459795927,48380.08187961114,-0.6283928571428319,18096.57449717813,0.0,0.0,0.0,0.0,0.0,9.654336734690813e-06,0.1953324298469426,0.0,1,annotation,sample,BV1Jf421Z732
-4531.581862904084,-310.4488699050167,-0.2564571428571429,106689.86304402714,6265.150124250382,7.316357142857154,126.85378447715505,52.146390995492496,-0.4361428571428569,-0.4361428571428569,203.97860794414746,203.97860794414746,137.1543617630264,124.91474787578014,37.03275983115269,4.427497741059874,-0.3084857142857153,-4568.6146227352365,-314.8763676460766,0.05202857142857242,-5685.427433140845,-370.1716312451596,-0.3301714285714288,87960.2986291164,4924.2579023294775,5.869607142857155,4542.203512261071,0.0,0.0,0.0,0.0,0.0,0.005433795918367379,2.0930855624999967,0.0,1,annotation,sample,BV1Jf421Z732
39.76019249915778,86.74404158513202,0.4825285714285728,-1988.2302605910716,-437.84646050398806,-1.0343571428571925,-66.86971000638778,50.35872966716836,-0.5740114285714282,-0.5740114285714282,147.73923452698278,147.73923452698278,83.71313671789792,87.30489894694574,37.03275983115269,4.427497741059874,-0.3084857142857153,2.7274326680050933,82.31654384407216,0.7910142857142881,59.01034838241619,95.31937619503834,0.5021357142857165,-1571.619806793288,-476.18326854918365,-1.1053928571429052,95.42344833381071,0.0,0.0,0.0,0.0,0.0,0.0003844400510204384,0.0050460727040813995,0.0,1,annotation,sample,BV1Jf421Z732
-8.326672684688674e-16,-8.326672684688674e-16,0.0,2.4980018054066022e-14,2.4980018054066022e-14,0.0,-49.04627743326518,21.558215110691695,-0.3984285714285712,-0.3984285714285712,544.5868703739557,544.5868703739557,53.576606034221726,60.248333826034596,37.03275983115269,4.427497741059874,-0.3084857142857153,-37.03275983115269,-4.427497741059875,0.3084857142857153,-1.2490009027033011e-15,-1.2490009027033011e-15,0.0,2.4980018054066022e-14,2.4980018054066022e-14,0.0,1.1775693440128313e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,annotation,sample,BV1Jf421Z732
